stamp_ns,time_s_from_start,visible,rel_x_m,rel_y_m,range_m,bearing_deg,u_px,bbox_w_px,bbox_h_px,sync_dt_ms
1777025786882813617,172.402,0,-0.1414,-0.4427,0.4647,-107.715,nan,nan,nan,3.162
1777025786981340348,172.500,0,-0.2032,-0.4264,0.4724,-115.483,nan,nan,nan,0.128
1777025787084045093,172.603,0,-0.2575,-0.4038,0.4789,-122.528,nan,nan,nan,3.999
1777025787182075294,172.701,0,-0.3065,-0.3813,0.4892,-128.789,nan,nan,nan,1.810
1777025787280554451,172.800,0,-0.3439,-0.3721,0.5067,-132.747,nan,nan,nan,0.341
1777025787382184564,172.901,0,-0.3811,-0.3656,0.5281,-136.188,nan,nan,nan,1.986
1777025787480717665,173.000,0,-0.4118,-0.3653,0.5505,-138.426,nan,nan,nan,0.657
1777025787581983319,173.101,0,-0.4419,-0.3659,0.5737,-140.376,nan,nan,nan,0.653
1777025787685960268,173.205,0,-0.4870,-0.3569,0.6037,-143.766,nan,nan,nan,2.931
1777025787783159463,173.302,0,-0.5246,-0.3426,0.6266,-146.850,nan,nan,nan,2.775
1777025787881280662,173.400,0,-0.5490,-0.3501,0.6511,-147.470,nan,nan,nan,0.424
1777025787978524986,173.498,0,-0.5443,-0.3944,0.6721,-144.072,nan,nan,nan,2.057
1777025788082305826,173.601,0,-0.5184,-0.4576,0.6914,-138.565,nan,nan,nan,1.934
1777025788182066003,173.701,0,-0.4723,-0.5243,0.7057,-132.011,nan,nan,nan,0.373
1777025788282658611,173.802,0,-0.3932,-0.5949,0.7131,-123.460,nan,nan,nan,1.611
1777025788387507011,173.907,0,-0.2873,-0.6582,0.7182,-113.577,nan,nan,nan,1.827
1777025788482933138,174.002,0,-0.1888,-0.6958,0.7210,-105.177,nan,nan,nan,1.834
1777025788584441363,174.104,0,-0.0789,-0.7224,0.7267,-96.236,nan,nan,nan,3.345
1777025788684391333,174.203,0,0.0340,-0.7308,0.7316,-87.333,nan,nan,nan,2.866
1777025788781736507,174.301,0,0.1417,-0.7245,0.7382,-78.931,2958.75,1311.51,1416.76,0.357
1777025788882985124,174.402,0,0.2656,-0.6941,0.7432,-69.056,1668.38,699.74,755.89,1.054
1777025788986052994,174.505,0,0.3784,-0.6454,0.7482,-59.615,1199.92,491.20,530.62,3.760
1777025789086805415,174.606,0,0.4794,-0.5840,0.7556,-50.616,948.26,387.73,418.84,3.575
1777025789184688007,174.704,0,0.5713,-0.4963,0.7568,-40.983,767.89,325.36,351.47,2.475
1777025789282630006,174.802,1,0.6523,-0.3935,0.7618,-31.099,630.76,284.96,307.82,0.721
1777025789382056909,174.901,1,0.7098,-0.2814,0.7636,-21.627,524.01,261.87,282.89,3.232
1777025789483399414,175.002,1,0.7390,-0.1833,0.7614,-13.928,447.35,251.52,271.70,3.496
1777025789583589677,175.103,1,0.7410,-0.1134,0.7496,-8.701,398.32,250.87,271.00,0.063
1777025789681959817,175.201,1,0.7352,-0.0676,0.7383,-5.251,366.75,252.85,273.14,4.276
1777025789782313170,175.301,1,0.7197,-0.0505,0.7215,-4.012,355.51,258.26,278.99,0.551
1777025789882107031,175.401,1,0.6983,-0.0505,0.7001,-4.134,356.62,266.19,287.55,1.638
1777025789982994080,175.502,1,0.6776,-0.0573,0.6800,-4.837,362.99,274.34,296.35,0.851
1777025790083179009,175.602,1,0.6566,-0.0638,0.6597,-5.548,369.45,283.10,305.82,0.938
1777025790181942700,175.701,1,0.6321,-0.0783,0.6369,-7.058,383.23,294.08,317.68,0.986
1777025790280227823,175.799,1,0.6093,-0.0940,0.6165,-8.771,398.96,305.09,329.57,2.895
1777025790382936957,175.902,1,0.5978,-0.1113,0.6080,-10.545,415.42,310.96,335.91,0.384
1777025790483350587,176.002,1,0.5870,-0.1300,0.6012,-12.489,433.66,316.67,342.09,0.351
1777025790579493630,176.099,1,0.5717,-0.1459,0.5900,-14.319,451.10,325.16,351.25,4.692
1777025790680499251,176.200,1,0.5572,-0.1724,0.5832,-17.191,479.05,333.63,360.40,4.159
1777025790785801958,176.305,1,0.5435,-0.2013,0.5796,-20.327,510.58,342.03,369.48,2.164
1777025790878743010,176.398,1,0.5296,-0.2235,0.5748,-22.878,537.18,351.00,379.16,3.222
1777025790981033150,176.500,1,0.5084,-0.2543,0.5684,-26.574,577.57,365.64,394.98,2.774
1777025791079770841,176.599,1,0.4873,-0.2772,0.5607,-29.633,613.02,381.44,412.05,3.709
1777025791180847739,176.700,0,0.4699,-0.3006,0.5579,-32.608,649.61,395.55,427.29,4.046
1777025791278464576,176.798,0,0.4513,-0.3226,0.5547,-35.562,688.45,411.93,444.99,2.765
1777025791380107891,176.899,0,0.4443,-0.3518,0.5667,-38.376,728.20,418.39,451.97,4.032
1777025791479099116,176.998,0,0.4364,-0.3789,0.5779,-40.968,767.64,425.95,460.13,2.723
1777025791580826597,177.100,0,0.4134,-0.4016,0.5763,-44.173,820.95,449.70,485.78,3.280
1777025791679792340,177.199,0,0.4034,-0.4247,0.5858,-46.475,862.93,460.79,497.77,2.473
1777025791782049684,177.301,0,0.4008,-0.4442,0.5983,-47.935,891.46,463.74,500.96,3.246
1777025791880561026,177.400,0,0.3985,-0.4665,0.6135,-49.497,923.79,466.49,503.92,3.790
1777025791981814496,177.501,0,0.4080,-0.4715,0.6235,-49.134,916.11,455.64,492.20,3.418
1777025792083530070,177.603,0,0.4222,-0.4672,0.6298,-47.897,890.69,440.23,475.56,3.643
1777025792182735735,177.702,0,0.4364,-0.4612,0.6349,-46.584,865.01,425.99,460.17,2.649
1777025792279354975,177.798,0,0.4601,-0.4523,0.6452,-44.509,826.87,404.02,436.44,1.877
1777025792380618722,177.900,0,0.4831,-0.4404,0.6537,-42.351,789.97,384.74,415.62,3.627
1777025792478953623,177.998,0,0.5052,-0.4270,0.6615,-40.210,755.80,367.97,397.50,1.894
1777025792578378415,178.097,0,0.5262,-0.4136,0.6693,-38.170,725.18,353.27,381.61,0.323
1777025792681462654,178.201,0,0.5444,-0.4053,0.6787,-36.665,703.68,341.43,368.83,3.038
1777025792783319615,178.302,0,0.5626,-0.4024,0.6917,-35.574,688.61,330.39,356.90,2.402
1777025792882023251,178.401,0,0.5551,-0.4207,0.6965,-37.160,710.65,334.89,361.76,3.707
1777025792978748564,178.498,0,0.5478,-0.4334,0.6985,-38.350,727.82,339.34,366.57,0.767
1777025793079872702,178.599,0,0.5511,-0.4477,0.7101,-39.090,738.78,337.29,364.36,1.358
1777025793182429097,178.702,0,0.5453,-0.4642,0.7161,-40.406,758.84,340.90,368.25,3.828
1777025793279309759,178.798,0,0.5449,-0.4782,0.7250,-41.274,772.51,341.16,368.54,0.921
1777025793378781143,178.898,0,0.5518,-0.4857,0.7351,-41.356,773.81,336.87,363.90,0.591
1777025793478760149,178.998,0,0.5592,-0.4936,0.7459,-41.433,775.05,332.40,359.08,0.676
1777025793579940268,179.099,0,0.5643,-0.5008,0.7545,-41.588,777.54,329.38,355.82,1.743
1777025793679261506,179.198,0,0.5713,-0.5027,0.7610,-41.346,773.65,325.36,351.47,0.016
1777025793780414773,179.300,0,0.5825,-0.4985,0.7667,-40.558,761.21,319.11,344.71,1.711
1777025793882081570,179.401,0,0.5893,-0.4952,0.7698,-40.042,753.21,315.42,340.73,3.605
1777025793982480867,179.502,0,0.5962,-0.4928,0.7735,-39.577,746.11,311.80,336.82,3.822
1777025794079739672,179.599,0,0.6063,-0.4874,0.7779,-38.794,734.37,306.58,331.18,1.006
1777025794179702474,179.699,0,0.6181,-0.4788,0.7819,-37.762,719.27,300.72,324.85,0.275
1777025794279080341,179.798,0,0.6262,-0.4730,0.7848,-37.067,709.34,296.85,320.67,0.173
1777025794381926899,179.901,0,0.6312,-0.4720,0.7881,-36.788,705.41,294.50,318.14,3.437
1777025794479214333,179.998,0,0.6393,-0.4693,0.7931,-36.282,698.34,290.76,314.10,0.298
1777025794582461366,180.102,0,0.6432,-0.4650,0.7937,-35.864,692.58,288.99,312.18,3.158
1777025794679906872,180.199,0,0.6472,-0.4645,0.7966,-35.668,689.90,287.22,310.27,0.914
1777025794779060835,180.298,0,0.6511,-0.4650,0.8001,-35.537,688.11,285.51,308.42,1.498
1777025794878782197,180.398,0,0.6539,-0.4652,0.8025,-35.431,686.66,284.27,307.08,0.845
1777025794975712747,180.495,0,0.6571,-0.4657,0.8054,-35.325,685.22,282.87,305.57,3.988
1777025795076378299,180.595,0,0.6696,-0.4520,0.8079,-34.019,667.83,277.59,299.86,3.311
1777025795180217454,180.699,1,0.6970,-0.4197,0.8137,-31.055,630.23,266.68,288.08,0.325
1777025795278515225,180.798,1,0.7159,-0.3906,0.8156,-28.620,601.05,259.65,280.48,2.200
1777025795380281446,180.899,1,0.7277,-0.3717,0.8171,-27.060,583.07,255.46,275.96,0.233
1777025795481750413,181.001,1,0.7404,-0.3511,0.8195,-25.371,564.16,251.05,271.19,1.586
1777025795579677819,181.099,1,0.7421,-0.3423,0.8172,-24.763,557.48,250.49,270.60,0.422
1777025795678207605,181.197,1,0.7259,-0.3664,0.8131,-26.781,579.91,256.08,276.63,1.796
1777025795776495766,181.296,1,0.7104,-0.3898,0.8103,-28.751,602.59,261.65,282.65,3.168
1777025795876403903,181.396,1,0.6943,-0.4121,0.8074,-30.690,625.76,267.73,289.21,4.071
1777025795979591863,181.499,0,0.6755,-0.4359,0.8039,-32.835,652.51,275.18,297.26,0.837
1777025796079876883,181.599,0,0.6534,-0.4517,0.7944,-34.657,676.26,284.48,307.30,0.859
1777025796182352354,181.701,0,0.6354,-0.4659,0.7879,-36.250,697.91,292.55,316.03,1.930
1777025796278927780,181.798,0,0.6385,-0.4578,0.7857,-35.643,689.55,291.12,314.48,2.018
1777025796381059607,181.900,0,0.6370,-0.4529,0.7816,-35.414,686.44,291.81,315.23,0.120
1777025796482713682,182.002,0,0.6348,-0.4514,0.7789,-35.419,686.50,292.82,316.32,2.067
1777025796578934020,182.098,0,0.6357,-0.4448,0.7759,-34.979,680.56,292.39,315.85,1.986
1777025796679254281,182.198,0,0.6344,-0.4364,0.7699,-34.524,674.49,293.03,316.54,2.926
1777025796779090400,182.298,0,0.6311,-0.4304,0.7639,-34.294,671.45,294.53,318.16,2.270
1777025796880490942,182.400,0,0.6244,-0.4280,0.7570,-34.427,673.21,297.68,321.57,1.401
1777025796978021150,182.497,0,0.6203,-0.4246,0.7517,-34.390,672.71,299.65,323.70,4.062
1777025797079069474,182.598,0,0.6177,-0.4189,0.7464,-34.142,669.44,300.91,325.05,4.030
1777025797178820965,182.698,0,0.6143,-0.4159,0.7419,-34.098,668.87,302.57,326.85,3.976
1777025797279981677,182.799,0,0.6109,-0.4092,0.7352,-33.815,665.16,304.30,328.72,2.087
1777025797378913198,182.898,0,0.6086,-0.4062,0.7317,-33.722,663.94,305.42,329.93,3.695
1777025797480066040,182.999,0,0.6052,-0.4014,0.7262,-33.552,661.73,307.13,331.77,2.233
1777025797582006073,183.101,0,0.5995,-0.3952,0.7180,-33.395,659.70,310.09,334.97,1.533
1777025797679934276,183.199,0,0.5992,-0.3882,0.7140,-32.940,653.85,310.21,335.11,3.156
1777025797776788179,183.296,0,0.5996,-0.3889,0.7147,-32.970,654.23,310.03,334.91,1.287
1777025797876236730,183.395,0,0.5994,-0.3911,0.7157,-33.123,656.19,310.10,334.99,2.101
1777025797980041515,183.499,0,0.5956,-0.3949,0.7146,-33.544,661.64,312.12,337.16,2.266
1777025798080544458,183.600,0,0.5953,-0.3935,0.7136,-33.466,660.62,312.26,337.32,2.143
1777025798180621518,183.700,0,0.6076,-0.3776,0.7154,-31.861,640.21,305.92,330.47,2.062
1777025798279148009,183.798,1,0.6193,-0.3554,0.7140,-29.848,615.58,300.16,324.24,4.679
1777025798381721626,183.901,1,0.6311,-0.3329,0.7135,-27.812,591.67,294.54,318.17,1.715
1777025798482876393,184.002,1,0.6410,-0.3135,0.7135,-26.061,571.82,290.01,313.28,0.065
1777025798582023282,184.101,1,0.6484,-0.2929,0.7115,-24.312,552.57,286.68,309.69,2.844
1777025798682379875,184.201,1,0.6524,-0.2734,0.7074,-22.734,535.65,284.91,307.77,0.705
1777025798780405299,184.300,1,0.6516,-0.2674,0.7044,-22.312,531.20,285.25,308.15,2.658
1777025798880789133,184.400,1,0.6495,-0.2562,0.6982,-21.529,523.00,286.18,309.15,2.811
1777025798982630260,184.502,1,0.6478,-0.2464,0.6931,-20.823,515.68,286.92,309.95,0.835
1777025799082642674,184.602,1,0.6451,-0.2369,0.6872,-20.165,508.92,288.17,311.29,0.749
1777025799183446687,184.703,1,0.6415,-0.2273,0.6806,-19.508,502.23,289.77,313.02,0.326
1777025799280954006,184.800,1,0.6370,-0.2184,0.6734,-18.925,496.34,291.82,315.23,5.302
1777025799380894606,184.900,1,0.6318,-0.2115,0.6662,-18.509,492.16,294.23,317.84,1.030
1777025799483025544,185.002,1,0.6233,-0.2081,0.6571,-18.460,491.67,298.25,322.18,2.518
1777025799583083364,185.102,1,0.6159,-0.2075,0.6500,-18.621,493.28,301.79,326.01,3.334
1777025799681098121,185.200,1,0.6070,-0.2072,0.6414,-18.846,495.54,306.21,330.78,2.112
1777025799781461103,185.301,1,0.5951,-0.2127,0.6320,-19.668,503.85,312.35,337.42,2.726
1777025799879494193,185.399,1,0.5856,-0.2164,0.6243,-20.279,510.08,317.42,342.89,3.062
1777025799979458496,185.499,1,0.5729,-0.2197,0.6136,-20.981,517.31,324.47,350.51,1.966
1777025800079749831,185.599,1,0.5609,-0.2270,0.6051,-22.031,528.24,331.41,358.00,3.421
1777025800178988108,185.698,1,0.5492,-0.2343,0.5971,-23.107,539.62,338.45,365.61,2.322
1777025800282073329,185.801,1,0.5368,-0.2408,0.5884,-24.156,550.87,346.25,374.04,2.626
1777025800381068442,185.900,1,0.5252,-0.2467,0.5802,-25.165,561.89,353.95,382.35,3.247
1777025800478819147,185.998,1,0.5165,-0.2523,0.5748,-26.033,571.51,359.89,388.77,1.466
1777025800578277587,186.097,1,0.5038,-0.2615,0.5676,-27.434,587.34,368.97,398.58,1.180
1777025800681812931,186.201,1,0.4933,-0.2693,0.5620,-28.634,601.22,376.84,407.08,3.712
1777025800779678930,186.299,1,0.4818,-0.2753,0.5549,-29.745,614.36,385.81,416.77,2.396
1777025800880748458,186.400,1,0.4708,-0.2853,0.5505,-31.220,632.26,394.84,426.52,3.863
1777025800978655457,186.498,0,0.4586,-0.2950,0.5453,-32.750,651.43,405.31,437.83,1.386
1777025801079627690,186.599,0,0.4448,-0.3073,0.5406,-34.642,676.06,417.94,451.48,2.196
1777025801178792875,186.698,0,0.4305,-0.3193,0.5360,-36.565,702.28,431.81,466.46,1.452
1777025801279857273,186.799,0,0.4176,-0.3315,0.5332,-38.448,729.25,445.17,480.89,2.682
1777025801380605824,186.900,0,0.4038,-0.3437,0.5303,-40.405,758.83,460.36,497.30,2.371
1777025801478058237,186.997,0,0.3926,-0.3562,0.5301,-42.215,787.74,473.44,511.43,0.760
1777025801580665798,187.100,0,0.3778,-0.3728,0.5308,-44.618,828.80,491.96,531.44,2.821
1777025801679989277,187.199,0,0.3636,-0.3876,0.5314,-46.830,869.73,511.26,552.29,1.201
1777025801782936389,187.302,0,0.3491,-0.4038,0.5338,-49.155,916.55,532.44,575.16,3.255
1777025801881115495,187.400,0,0.3406,-0.4149,0.5368,-50.612,948.18,545.73,589.52,1.831
1777025801980763469,187.500,0,0.3327,-0.4289,0.5428,-52.204,985.05,558.77,603.61,2.490
1777025802082312527,187.601,0,0.3284,-0.4388,0.5481,-53.184,1009.11,565.96,611.38,4.155
1777025802182974431,187.702,0,0.3351,-0.4431,0.5555,-52.897,1001.95,554.65,599.16,3.595
1777025802283811406,187.803,0,0.3435,-0.4538,0.5691,-52.876,1001.43,541.14,584.56,2.466
1777025802381227672,187.900,0,0.3519,-0.4610,0.5799,-52.646,995.78,528.30,570.69,2.980
1777025802479957918,187.999,0,0.3642,-0.4631,0.5892,-51.817,975.87,510.37,551.33,1.442
1777025802580716728,188.100,0,0.3764,-0.4600,0.5944,-50.709,950.36,493.87,533.50,1.404
1777025802682404340,188.202,0,0.3880,-0.4451,0.5905,-48.921,911.64,479.07,517.51,2.737
1777025802781304028,188.300,0,0.4026,-0.4363,0.5937,-47.298,878.82,461.70,498.75,0.510
1777025802880907855,188.400,0,0.4159,-0.4278,0.5967,-45.811,850.48,446.96,482.82,2.066
1777025802980836936,188.500,0,0.4299,-0.4153,0.5977,-44.013,818.16,432.43,467.13,1.005
1777025803081065272,188.600,0,0.4449,-0.4014,0.5992,-42.060,785.20,417.85,451.38,1.911
1777025803178987364,188.698,0,0.4606,-0.3841,0.5997,-39.827,749.91,403.58,435.96,0.142
1777025803281774293,188.801,0,0.4736,-0.3689,0.6003,-37.914,721.46,392.50,424.00,1.846
1777025803379589126,188.899,0,0.4921,-0.3384,0.5972,-34.520,674.44,377.77,408.08,0.285
1777025803479996460,188.999,0,0.5068,-0.3177,0.5981,-32.079,642.94,366.78,396.22,0.807
1777025803581223559,189.100,1,0.5196,-0.2956,0.5977,-29.634,613.03,357.77,386.48,1.748
1777025803682336198,189.201,1,0.5248,-0.2776,0.5937,-27.880,592.46,354.19,382.62,2.916
1777025803784293287,189.303,1,0.5238,-0.2672,0.5881,-27.029,582.72,354.85,383.33,4.019
1777025803880638271,189.400,1,0.5200,-0.2619,0.5822,-26.730,579.34,357.47,386.15,0.107
1777025803978884062,189.498,1,0.5170,-0.2550,0.5764,-26.253,573.97,359.56,388.42,1.019
1777025804078247707,189.597,1,0.5092,-0.2544,0.5692,-26.546,577.26,365.05,394.35,2.257
1777025804175427772,189.695,1,0.4955,-0.2607,0.5599,-27.752,590.99,375.16,405.27,3.536
1777025804277181771,189.796,1,0.4842,-0.2676,0.5532,-28.924,604.62,383.87,414.68,4.016
1777025804379529429,189.899,1,0.4821,-0.2718,0.5535,-29.415,610.42,385.57,416.51,0.898
1777025804479234254,189.998,1,0.4833,-0.2759,0.5565,-29.720,614.05,384.59,415.45,1.281
1777025804577397453,190.096,1,0.4845,-0.2783,0.5587,-29.872,615.87,383.65,414.44,4.703
1777025804675292082,190.194,1,0.4964,-0.2697,0.5650,-28.517,599.85,374.44,404.49,2.415
1777025804777107154,190.296,1,0.5091,-0.2569,0.5703,-26.779,579.89,365.12,394.42,3.540
1777025804875031875,190.394,1,0.5212,-0.2400,0.5738,-24.730,557.12,356.67,385.29,0.772
1777025804976097014,190.495,1,0.5330,-0.2210,0.5770,-22.522,533.41,348.74,376.72,3.091
1777025805075837765,190.595,1,0.5446,-0.2038,0.5815,-20.517,512.53,341.34,368.73,2.587
1777025805174296200,190.693,1,0.5555,-0.1842,0.5852,-18.343,490.50,334.65,361.51,0.812
1777025805276887558,190.796,1,0.5654,-0.1628,0.5883,-16.064,467.98,328.78,355.16,3.664
1777025805378876517,190.898,1,0.5751,-0.1390,0.5917,-13.588,444.10,323.19,349.13,3.013
1777025805479599050,190.999,1,0.5836,-0.1162,0.5951,-11.262,422.12,318.51,344.07,2.796
1777025805578958658,191.098,1,0.5878,-0.0911,0.5949,-8.813,399.35,316.22,341.60,2.795
1777025805681484016,191.201,1,0.5909,-0.0657,0.5945,-6.349,376.75,314.60,339.85,0.753
1777025805777549394,191.297,1,0.5928,-0.0438,0.5944,-4.228,357.47,313.56,338.73,3.830
1777025805881062368,191.400,1,0.5944,-0.0150,0.5946,-1.448,332.36,312.71,337.80,1.461
1777025805982250320,191.501,1,0.5954,0.0104,0.5955,1.000,310.28,312.18,337.23,0.483
1777025806080162726,191.599,1,0.5955,0.0363,0.5966,3.487,287.84,312.17,337.22,2.108
1777025806182077834,191.701,1,0.5932,0.0612,0.5963,5.893,266.00,313.36,338.51,0.043
1777025806281314185,191.800,1,0.5906,0.0878,0.5971,8.460,242.51,314.76,340.02,1.222
1777025806379053390,191.898,1,0.5846,0.1048,0.5939,10.168,226.69,317.99,343.51,4.064
1777025806480956461,192.000,1,0.5808,0.1201,0.5931,11.678,212.58,320.03,345.71,2.178
1777025806580359828,192.099,1,0.5783,0.1299,0.5927,12.661,203.31,321.42,347.21,2.758
1777025806678621007,192.198,1,0.5756,0.1372,0.5918,13.408,196.21,322.91,348.83,4.453
1777025806782721380,192.302,1,0.5680,0.1446,0.5861,14.280,187.88,327.28,353.54,0.399
1777025806880124997,192.399,1,0.5566,0.1493,0.5763,15.015,180.80,333.95,360.75,2.986
1777025806982256158,192.501,1,0.5458,0.1538,0.5671,15.741,173.76,340.57,367.89,2.410
1777025807079177505,192.598,1,0.5362,0.1584,0.5591,16.455,166.80,346.67,374.49,3.842
1777025807176938802,192.696,1,0.5245,0.1653,0.5499,17.491,156.59,354.43,382.87,1.179
1777025807277085343,192.796,1,0.5117,0.1692,0.5390,18.301,148.53,363.26,392.41,1.939
1777025807375880959,192.895,1,0.5018,0.1718,0.5304,18.897,142.54,370.44,400.16,0.863
1777025807477756216,192.997,1,0.4913,0.1773,0.5223,19.845,132.95,378.37,408.73,2.246
1777025807579842155,193.099,1,0.4769,0.1821,0.5105,20.902,122.10,389.74,421.02,3.959
1777025807677337771,193.196,1,0.4697,0.1856,0.5051,21.563,115.25,395.74,427.50,1.528
1777025807778827941,193.298,1,0.4589,0.1901,0.4967,22.503,105.39,405.06,437.57,3.725
1777025807877893220,193.397,1,0.4510,0.1933,0.4907,23.203,97.97,412.15,445.22,1.964
1777025807976173343,193.495,1,0.4411,0.1976,0.4834,24.133,87.97,421.40,455.22,0.674
1777025808079518783,193.599,1,0.4347,0.1979,0.4776,24.473,84.28,427.60,461.91,3.039
1777025808178520414,193.698,1,0.4278,0.2014,0.4729,25.208,76.23,434.47,469.33,2.675
1777025808277965873,193.797,1,0.4241,0.2048,0.4710,25.780,69.91,438.31,473.48,2.190
1777025808380057237,193.899,1,0.4185,0.2077,0.4672,26.390,63.10,444.15,479.79,3.889
1777025808475638085,193.995,1,0.4147,0.2076,0.4638,26.597,60.76,448.22,484.19,0.435
1777025808577773764,194.097,1,0.4097,0.2069,0.4590,26.797,58.51,453.68,490.09,1.191
1777025808678914494,194.198,1,0.4062,0.2072,0.4560,27.028,55.89,457.66,494.38,4.268
1777025808782108195,194.301,1,0.4052,0.2067,0.4549,27.029,55.88,458.74,495.55,1.905
1777025808878723843,194.398,1,0.4091,0.2054,0.4578,26.661,60.05,454.33,490.79,1.625
1777025808978954938,194.498,1,0.4135,0.1968,0.4579,25.447,73.60,449.55,485.63,0.210
1777025809080611383,194.600,1,0.4296,0.1796,0.4656,22.684,103.48,432.68,467.40,1.556
1777025809177564192,194.697,1,0.4570,0.1534,0.4821,18.554,145.99,406.75,439.39,0.353
1777025809276827931,194.796,1,0.4771,0.1175,0.4913,13.831,192.17,389.61,420.88,0.126
1777025809380829213,194.900,1,0.4944,0.0799,0.5008,9.181,235.85,375.99,406.16,3.608
1777025809477199475,194.996,1,0.5068,0.0457,0.5088,5.150,272.77,366.81,396.24,0.229
1777025809576754024,195.096,1,0.5202,0.0337,0.5213,3.712,285.80,357.34,386.02,0.501
1777025809671955192,195.191,1,0.5281,0.0329,0.5291,3.570,287.09,352.01,380.26,2.608
1777025809775098542,195.294,1,0.5269,0.0276,0.5276,3.002,292.22,352.80,381.11,2.997
1777025809879257229,195.398,1,0.5251,0.0172,0.5254,1.880,302.35,353.99,382.40,1.476
1777025809970650377,195.490,1,0.5261,0.0043,0.5261,0.468,315.08,353.34,381.70,0.872
1777025810074782268,195.594,1,0.5252,-0.0040,0.5252,-0.439,323.26,353.93,382.33,3.352
1777025810173105132,195.692,1,0.5203,-0.0140,0.5205,-1.543,333.21,357.24,385.91,2.884
1777025810275571250,195.795,1,0.5203,-0.0282,0.5211,-3.098,347.24,357.24,385.91,2.481
1777025810369172571,195.888,1,0.5204,-0.0355,0.5216,-3.899,354.49,357.22,385.89,2.117
1777025810470577168,195.990,1,0.5101,-0.0473,0.5123,-5.293,367.14,364.38,393.62,0.458
1777025810576615180,196.096,1,0.5043,-0.0585,0.5077,-6.612,379.15,368.59,398.17,2.085
1777025810675139318,196.194,1,0.5034,-0.0701,0.5082,-7.931,391.23,369.29,398.93,3.905
1777025810768217868,196.287,1,0.4988,-0.0832,0.5057,-9.469,405.42,372.67,402.57,3.202
1777025810867964915,196.387,1,0.4958,-0.0947,0.5047,-10.814,417.93,374.93,405.02,4.855
1777025810966849270,196.486,1,0.4917,-0.1047,0.5028,-12.020,429.24,378.02,408.35,3.872
1777025811068027482,196.587,1,0.4875,-0.1181,0.5016,-13.618,444.39,381.30,411.90,2.947
1777025811166678192,196.686,1,0.4838,-0.1300,0.5009,-15.045,458.09,384.24,415.08,3.901
1777025811267859533,196.787,1,0.4801,-0.1427,0.5008,-16.548,472.72,387.18,418.25,3.484
1777025811366854554,196.886,1,0.4767,-0.1552,0.5014,-18.033,487.40,389.91,421.20,3.742
1777025811471200738,196.990,1,0.4749,-0.1656,0.5029,-19.222,499.33,391.45,422.86,0.803
1777025811568822093,197.088,1,0.4731,-0.1779,0.5054,-20.606,513.45,392.91,424.44,2.566
1777025811673921118,197.193,1,0.4715,-0.1834,0.5059,-21.258,520.18,394.25,425.89,2.063
1777025811768351871,197.287,1,0.4756,-0.1786,0.5080,-20.584,513.21,390.84,422.20,3.017
1777025811866378924,197.385,1,0.4799,-0.1788,0.5121,-20.438,511.72,387.37,418.46,3.206
1777025811969657068,197.489,1,0.4850,-0.1683,0.5134,-19.139,498.50,383.23,413.99,3.373
1777025812073178209,197.592,1,0.4882,-0.1612,0.5142,-18.276,489.82,380.73,411.28,1.344
1777025812167764459,197.687,1,0.4911,-0.1552,0.5151,-17.533,482.43,378.48,408.85,4.272
1777025812275410559,197.795,1,0.4916,-0.1433,0.5121,-16.248,469.78,378.10,408.45,4.193
1777025812374400765,197.893,1,0.4889,-0.1323,0.5065,-15.142,459.03,380.23,410.74,2.022
1777025812475318165,197.994,1,0.4854,-0.1243,0.5011,-14.368,451.57,382.92,413.65,2.891
1777025812575132544,198.094,1,0.4823,-0.1174,0.4964,-13.676,444.94,385.38,416.31,2.608
1777025812676582974,198.196,1,0.4799,-0.1074,0.4918,-12.614,434.85,387.31,418.39,4.207
1777025812779098648,198.298,1,0.4701,-0.1125,0.4834,-13.459,442.87,395.40,427.13,1.801
1777025812878153352,198.397,1,0.4585,-0.1227,0.4746,-14.977,457.43,405.42,437.95,2.837
1777025812971767636,198.491,1,0.4514,-0.1268,0.4688,-15.688,464.33,411.83,444.88,1.041
1777025813070875154,198.590,1,0.4480,-0.1231,0.4646,-15.360,461.14,414.93,448.23,2.326
1777025813168403048,198.688,1,0.4461,-0.1191,0.4617,-14.947,457.14,416.68,450.11,3.898
1777025813266950908,198.786,1,0.4455,-0.1174,0.4607,-14.760,455.34,417.23,450.72,1.962
1777025813370826914,198.890,1,0.4454,-0.1108,0.4590,-13.970,447.75,417.29,450.78,2.595
1777025813468241717,198.987,1,0.4466,-0.1055,0.4589,-13.288,441.25,416.18,449.57,4.185
1777025813573365112,199.092,1,0.4522,-0.1045,0.4641,-13.014,438.64,411.04,444.03,0.742
1777025813677894034,199.197,1,0.4599,-0.0999,0.4706,-12.253,431.44,404.19,436.62,3.316
1777025813778257313,199.297,1,0.4644,-0.0959,0.4742,-11.663,425.88,400.23,432.35,4.083
1777025813880754135,199.400,1,0.4691,-0.0925,0.4782,-11.158,421.15,396.22,428.02,1.122
1777025813979541751,199.499,1,0.4726,-0.0892,0.4809,-10.684,416.71,393.33,424.90,2.340
1777025814081797039,199.601,1,0.4690,-0.0910,0.4778,-10.978,419.46,396.32,428.12,0.351
1777025814176390123,199.695,1,0.4601,-0.0893,0.4687,-10.981,419.49,404.03,436.45,2.734
1777025814281193375,199.800,1,0.4588,-0.0951,0.4685,-11.710,426.33,405.16,437.67,1.162
