stamp_ns,time_s_from_start,visible,rel_x_m,rel_y_m,range_m,bearing_deg,u_px,bbox_w_px,bbox_h_px,sync_dt_ms
1777025914183279748,299.702,1,1.8222,-1.1267,2.1424,-31.728,638.55,102.01,110.20,0.447
1777025914281448155,299.801,1,1.8396,-1.1369,2.1626,-31.716,638.40,101.05,109.15,2.113
1777025914382081180,299.901,1,1.8550,-1.1471,2.1811,-31.732,638.60,100.20,108.25,1.166
1777025914484815032,300.004,1,1.8694,-1.1586,2.1993,-31.790,639.32,99.44,107.42,1.343
1777025914581983322,300.101,0,1.8815,-1.1726,2.2170,-31.933,641.11,98.80,106.73,1.618
1777025914681849783,300.201,0,1.8928,-1.1875,2.2344,-32.103,643.23,98.21,106.09,1.317
1777025914781708354,300.301,0,1.9014,-1.2031,2.2501,-32.324,646.02,97.76,105.61,1.325
1777025914883129148,300.402,0,1.9102,-1.2195,2.2663,-32.555,648.95,97.31,105.12,0.557
1777025914983452103,300.503,0,1.9160,-1.2377,2.2810,-32.862,652.85,97.02,104.80,0.193
1777025915084009537,300.603,0,1.9188,-1.2567,2.2937,-33.222,657.48,96.88,104.65,0.571
1777025915183892516,300.703,0,1.9210,-1.2738,2.3050,-33.546,661.66,96.76,104.53,0.060
1777025915283285408,300.802,0,1.9205,-1.2932,2.3153,-33.955,666.99,96.79,104.56,0.894
1777025915382503377,300.902,0,1.9191,-1.3116,2.3244,-34.350,672.19,96.86,104.63,1.416
1777025915482817665,301.002,0,1.9144,-1.3302,2.3311,-34.793,678.08,97.10,104.89,1.661
1777025915585755847,301.105,0,1.9080,-1.3476,2.3359,-35.234,684.00,97.42,105.24,1.039
1777025915683527982,301.203,0,1.8988,-1.3646,2.3383,-35.702,690.36,97.89,105.75,2.105
1777025915783494090,301.303,0,1.8936,-1.3662,2.3350,-35.810,691.84,98.17,106.04,0.477
1777025915884018468,301.403,0,1.8581,-1.3899,2.3204,-36.797,705.53,100.04,108.07,1.145
1777025915984484236,301.504,0,1.8117,-1.4114,2.2966,-37.921,721.57,102.60,110.84,0.023
1777025916084278642,301.603,0,1.7919,-1.4096,2.2799,-38.191,725.49,103.74,112.06,1.299
1777025916184014975,301.703,0,1.7708,-1.4103,2.2638,-38.535,730.54,104.97,113.40,1.534
1777025916282754875,301.802,0,1.7756,-1.3696,2.2424,-37.646,717.60,104.69,113.09,5.996
1777025916383081979,301.902,0,1.7994,-1.2928,2.2157,-35.695,690.27,103.30,111.59,1.606
1777025916483173029,302.002,0,1.8259,-1.1943,2.1818,-33.188,657.04,101.81,109.98,2.289
1777025916582202907,302.101,1,1.8387,-1.1092,2.1473,-31.101,630.79,101.10,109.21,3.091
1777025916683212410,302.202,1,1.8513,-1.0185,2.1129,-28.818,603.37,100.41,108.47,2.023
1777025916782379805,302.301,1,1.8618,-0.9185,2.0760,-26.259,574.03,99.84,107.85,2.885
1777025916881973565,302.401,1,1.8511,-0.8417,2.0334,-24.453,554.10,100.42,108.48,2.873
1777025916984298384,302.503,1,1.8376,-0.7665,1.9911,-22.641,534.67,101.15,109.27,1.298
1777025917083774331,302.603,1,1.8191,-0.6882,1.9450,-20.723,514.65,102.18,110.38,3.614
1777025917182667489,302.702,1,1.7920,-0.6153,1.8947,-18.950,496.59,103.73,112.05,3.240
1777025917283879545,302.803,1,1.7579,-0.5361,1.8378,-16.959,476.76,105.74,114.23,2.178
1777025917381624087,302.901,1,1.7241,-0.4628,1.7852,-15.026,457.90,107.81,116.46,3.934
1777025917482154206,303.001,1,1.6880,-0.3921,1.7329,-13.077,439.24,110.12,118.96,4.114
1777025917581804058,303.101,1,1.6525,-0.3373,1.6866,-11.536,424.69,112.49,121.51,3.985
1777025917682506175,303.202,1,1.6166,-0.2800,1.6407,-9.828,408.75,114.99,124.21,4.993
1777025917782385414,303.301,1,1.5784,-0.2026,1.5914,-7.314,385.57,117.76,127.21,3.935
1777025917884391255,303.403,1,1.5411,-0.1534,1.5487,-5.686,370.71,120.62,130.30,2.835
1777025917984185458,303.503,1,1.5051,-0.1088,1.5090,-4.134,356.62,123.51,133.42,3.276
1777025918083226854,303.602,1,1.4691,-0.0601,1.4703,-2.344,340.44,126.53,136.69,4.455
1777025918182385176,303.701,1,1.4348,-0.0284,1.4351,-1.134,329.52,129.55,139.95,3.805
1777025918281758031,303.801,1,1.3983,0.0215,1.3985,0.879,311.38,132.93,143.60,3.203
1777025918384448846,303.904,1,1.3598,0.0610,1.3611,2.570,296.13,136.70,147.67,2.657
1777025918484116383,304.003,1,1.3242,0.0965,1.3277,4.167,281.68,140.37,151.64,3.081
1777025918582743137,304.102,1,1.2929,0.1257,1.2990,5.552,269.11,143.77,155.31,3.198
1777025918683388959,304.202,1,1.2562,0.1722,1.2679,7.806,248.51,147.98,159.85,3.785
1777025918783254345,304.302,1,1.2262,0.2033,1.2429,9.412,233.71,151.60,163.76,4.315
1777025918885890439,304.405,1,1.1948,0.2332,1.2173,11.046,218.50,155.58,168.07,1.712
1777025918985943601,304.505,1,1.1646,0.2637,1.1941,12.759,202.38,159.61,172.42,2.163
1777025919084538873,304.604,1,1.1367,0.2934,1.1740,14.475,186.01,163.53,176.65,3.284
1777025919184846125,304.704,1,1.1105,0.3244,1.1569,16.282,168.48,167.39,180.82,3.337
1777025919285158043,304.804,1,1.0826,0.3615,1.1413,18.465,146.89,171.71,185.49,2.663
1777025919384918375,304.904,1,1.0555,0.3942,1.1267,20.480,126.45,176.11,190.24,3.153
1777025919484445118,305.004,1,1.0328,0.4174,1.1139,22.004,110.64,179.98,194.42,3.215
1777025919584785499,305.104,1,1.0164,0.4155,1.0980,22.235,108.22,182.89,197.56,3.780
1777025919686302087,305.205,1,0.9989,0.4159,1.0820,22.607,104.29,186.10,201.03,2.189
1777025919792004550,305.311,1,0.9883,0.4081,1.0693,22.438,106.07,188.08,203.17,3.066
1777025919879468682,305.399,1,0.9762,0.4080,1.0580,22.683,103.49,190.42,205.70,0.738
1777025919980077985,305.499,1,0.9645,0.4052,1.0461,22.788,102.37,192.73,208.20,0.272
1777025920082543062,305.602,1,0.9527,0.4057,1.0355,23.066,99.43,195.11,210.77,1.537
1777025920179488836,305.699,1,0.9418,0.4087,1.0267,23.460,95.21,197.37,213.20,1.478
1777025920279798884,305.799,1,0.9285,0.4182,1.0183,24.247,86.74,200.20,216.27,1.459
1777025920382910972,305.902,1,0.9110,0.4422,1.0127,25.891,68.68,204.04,220.41,2.728
1777025920482902875,306.002,1,0.8812,0.4996,1.0130,29.554,26.52,210.95,227.88,2.350
1777025920584252947,306.103,0,0.8428,0.5605,1.0122,33.626,-24.09,220.54,238.24,3.482
1777025920682926923,306.202,0,0.8015,0.6190,1.0127,37.678,-79.46,231.92,250.53,1.469
1777025920782343889,306.301,0,0.7529,0.6822,1.0160,42.181,-148.57,246.91,266.72,0.365
1777025920883003081,306.402,0,0.6973,0.7378,1.0152,46.619,-227.07,266.59,287.98,1.052
1777025920985786061,306.505,0,0.6338,0.7959,1.0174,51.466,-329.05,293.27,316.80,3.743
1777025921081752662,306.601,0,0.5862,0.8392,1.0237,55.065,-419.90,317.09,342.54,0.318
1777025921181422144,306.701,0,0.5321,0.8808,1.0290,58.865,-535.49,349.36,377.40,0.148
1777025921282971917,306.802,0,0.4770,0.9238,1.0397,62.694,-680.83,389.73,421.01,1.001
1777025921381780687,306.901,0,0.4143,0.9627,1.0481,66.714,-880.45,448.64,484.64,0.060
1777025921481680166,307.001,0,0.3551,0.9940,1.0555,70.339,-1125.90,523.43,565.43,0.150
1777025921582226377,307.101,0,0.2964,1.0176,1.0598,73.763,-1453.64,627.24,677.57,0.303
1777025921681442531,307.201,0,0.2400,1.0375,1.0649,76.973,-1912.36,774.39,836.53,0.990
1777025921784286937,307.303,0,0.1762,1.0613,1.0758,80.575,-2791.33,1055.18,1139.86,0.615
1777025921881256081,307.400,0,0.1116,1.0801,1.0858,84.100,-4677.60,1665.54,1799.20,0.965
1777025921981862014,307.501,0,0.0480,1.1024,1.1034,87.506,nan,nan,nan,0.765
1777025922080686099,307.600,0,-0.0208,1.1219,1.1221,91.061,nan,nan,nan,2.707
1777025922182285131,307.701,0,-0.0813,1.1369,1.1398,94.092,nan,nan,nan,4.359
1777025922281457026,307.801,0,-0.1413,1.1549,1.1635,96.975,nan,nan,nan,2.316
1777025922380476868,307.900,0,-0.1976,1.1705,1.1870,99.584,nan,nan,nan,2.465
1777025922479447487,307.999,0,-0.2534,1.1851,1.2119,102.070,nan,nan,nan,3.624
1777025922580244140,308.099,0,-0.2976,1.2011,1.2375,103.917,nan,nan,nan,2.664
1777025922680762834,308.200,0,-0.3385,1.2190,1.2651,105.521,nan,nan,nan,2.351
1777025922781531617,308.301,0,-0.3753,1.2339,1.2897,106.917,nan,nan,nan,1.729
1777025922879615507,308.399,0,-0.4099,1.2464,1.3120,108.204,nan,nan,nan,4.583
1777025922981229168,308.500,0,-0.4521,1.2615,1.3400,109.718,nan,nan,nan,2.102
1777025923079576647,308.599,0,-0.4825,1.2742,1.3625,110.739,nan,nan,nan,4.312
1777025923180524317,308.700,0,-0.5234,1.2887,1.3910,112.105,nan,nan,nan,2.964
1777025923283895716,308.803,0,-0.5827,1.2926,1.4179,114.267,nan,nan,nan,0.186
1777025923379705856,308.899,0,-0.6628,1.2828,1.4440,117.325,nan,nan,nan,3.954
1777025923480096144,308.999,0,-0.7409,1.2676,1.4683,120.305,nan,nan,nan,3.969
1777025923583567320,309.103,0,-0.8143,1.2503,1.4921,123.076,nan,nan,nan,0.437
1777025923681543600,309.201,0,-0.8891,1.2295,1.5173,125.871,nan,nan,nan,2.129
1777025923782921542,309.302,0,-0.9650,1.2055,1.5442,128.677,nan,nan,nan,1.595
1777025923884478148,309.404,0,-1.0399,1.1791,1.5722,131.409,nan,nan,nan,0.128
1777025923980125920,309.499,0,-1.1083,1.1514,1.5981,133.905,nan,nan,nan,3.650
1777025924081548454,309.601,0,-1.1725,1.1261,1.6257,136.158,nan,nan,nan,3.359
1777025924181727133,309.701,0,-1.2466,1.0918,1.6571,138.788,nan,nan,nan,3.771
1777025924280074742,309.799,0,-1.3048,1.0636,1.6834,140.816,nan,nan,nan,2.733
1777025924381353926,309.900,0,-1.3701,1.0252,1.7112,143.194,nan,nan,nan,3.492
1777025924481423403,310.001,0,-1.4417,0.9814,1.7440,145.756,nan,nan,nan,4.288
1777025924579517756,310.099,0,-1.5067,0.9251,1.7680,148.450,nan,nan,nan,1.996
1777025924678758521,310.198,0,-1.5985,0.8161,1.7948,152.954,nan,nan,nan,2.083
1777025924778464854,310.298,0,-1.7035,0.6350,1.8179,159.557,nan,nan,nan,1.746
1777025924881543127,310.401,0,-1.7927,0.4263,1.8427,166.623,nan,nan,nan,3.499
1777025924980408322,310.500,0,-1.8482,0.2473,1.8646,172.379,nan,nan,nan,3.178
1777025925077094173,310.596,0,-1.8872,0.0553,1.8880,178.321,nan,nan,nan,0.310
1777025925177667681,310.697,0,-1.9069,-0.1321,1.9115,-176.036,nan,nan,nan,1.375
1777025925278870033,310.798,0,-1.9053,-0.3343,1.9344,-170.048,nan,nan,nan,1.138
1777025925378671161,310.898,0,-1.8765,-0.5552,1.9569,-163.519,nan,nan,nan,1.227
1777025925481877099,311.001,0,-1.8573,-0.6933,1.9825,-159.531,nan,nan,nan,4.105
1777025925580236319,311.099,0,-1.8676,-0.7406,2.0091,-158.369,nan,nan,nan,2.658
1777025925678947072,311.198,0,-1.9015,-0.7350,2.0387,-158.866,nan,nan,nan,1.706
1777025925779821464,311.299,0,-1.9419,-0.7119,2.0682,-159.868,nan,nan,nan,1.354
1777025925881851565,311.401,0,-1.9756,-0.7036,2.0971,-160.398,nan,nan,nan,1.927
1777025925982504627,311.502,0,-2.0116,-0.6901,2.1267,-161.064,nan,nan,nan,3.917
1777025926081510210,311.601,0,-2.0423,-0.6819,2.1532,-161.538,nan,nan,nan,3.433
1777025926182284104,311.701,0,-2.0742,-0.6737,2.1809,-162.006,nan,nan,nan,3.637
1777025926279237767,311.798,0,-2.1129,-0.6290,2.2046,-163.422,nan,nan,nan,0.570
1777025926379106968,311.898,0,-2.1389,-0.6516,2.2359,-163.056,nan,nan,nan,0.916
1777025926479551144,311.999,0,-2.1761,-0.6048,2.2586,-164.468,nan,nan,nan,1.273
1777025926583722255,312.103,0,-2.2073,-0.5958,2.2863,-164.895,nan,nan,nan,4.106
1777025926681481353,312.201,0,-2.2349,-0.5945,2.3126,-165.103,nan,nan,nan,2.281
1777025926779707723,312.299,0,-2.2658,-0.5548,2.3327,-166.241,nan,nan,nan,0.623
1777025926880941333,312.400,0,-2.2937,-0.5546,2.3598,-166.407,nan,nan,nan,1.540
1777025926981979243,312.501,0,-2.3208,-0.5756,2.3912,-166.070,nan,nan,nan,3.237
1777025927079521917,312.599,0,-2.3458,-0.5597,2.4117,-166.580,nan,nan,nan,0.231
1777025927182411489,312.702,0,-2.3793,-0.5489,2.4418,-167.009,nan,nan,nan,3.085
1777025927279734129,312.799,0,-2.4044,-0.5352,2.4633,-167.451,nan,nan,nan,0.323
1777025927380388098,312.899,0,-2.4269,-0.5090,2.4797,-168.154,nan,nan,nan,1.503
1777025927481341823,313.000,0,-2.4465,-0.4997,2.4970,-168.455,nan,nan,nan,2.111
1777025927584048175,313.103,0,-2.4643,-0.4935,2.5132,-168.675,nan,nan,nan,3.230
1777025927683234441,313.202,0,-2.4672,-0.5365,2.5248,-167.732,nan,nan,nan,2.017
1777025927782030803,313.301,0,-2.4527,-0.6307,2.5325,-165.578,nan,nan,nan,0.454
1777025927884876838,313.404,0,-2.4277,-0.7375,2.5372,-163.102,nan,nan,nan,4.676
1777025927980025079,313.499,0,-2.3630,-0.9282,2.5388,-158.555,nan,nan,nan,0.717
1777025928083433200,313.603,0,-2.2836,-1.1075,2.5380,-154.126,nan,nan,nan,3.185
1777025928183708063,313.703,0,-2.1860,-1.2857,2.5361,-149.538,nan,nan,nan,2.617
1777025928282445093,313.802,0,-2.0510,-1.4855,2.5325,-144.085,nan,nan,nan,1.119
1777025928385216704,313.904,0,-1.8946,-1.6755,2.5291,-138.512,nan,nan,nan,1.852
1777025928481344414,314.000,0,-1.7193,-1.8459,2.5226,-132.966,nan,nan,nan,1.771
1777025928582998649,314.102,0,-1.6002,-1.9324,2.5090,-129.627,nan,nan,nan,0.206
1777025928686533027,314.206,0,-1.5399,-1.9592,2.4920,-128.167,nan,nan,nan,4.397
1777025928783430025,314.303,0,-1.5276,-1.9466,2.4744,-128.123,nan,nan,nan,0.790
1777025928883206560,314.402,0,-1.5108,-1.9385,2.4577,-127.932,nan,nan,nan,0.209
1777025928984391023,314.503,0,-1.4886,-1.9350,2.4414,-127.571,nan,nan,nan,2.043
1777025929082563301,314.602,0,-1.4691,-1.9301,2.4256,-127.277,nan,nan,nan,0.306
1777025929181437570,314.701,0,-1.4478,-1.9286,2.4115,-126.896,nan,nan,nan,1.556
1777025929282369166,314.801,0,-1.4219,-1.9280,2.3956,-126.409,nan,nan,nan,0.285
1777025929382584085,314.902,0,-1.3955,-1.9293,2.3811,-125.879,nan,nan,nan,1.292
1777025929482636062,315.002,0,-1.3673,-1.9309,2.3660,-125.304,nan,nan,nan,0.939
1777025929581513831,315.101,0,-1.3357,-1.9321,2.3489,-124.657,nan,nan,nan,1.813
1777025929683154733,315.202,0,-1.3065,-1.9334,2.3334,-124.048,nan,nan,nan,0.744
1777025929782817271,315.302,0,-1.2769,-1.9345,2.3179,-123.428,nan,nan,nan,2.085
1777025929881717632,315.401,0,-1.2624,-1.9345,2.3099,-123.128,nan,nan,nan,3.355
1777025929984295078,315.503,0,-1.2569,-1.9346,2.3070,-123.012,nan,nan,nan,0.326
1777025930083764488,315.603,0,-1.2584,-1.9346,2.3079,-123.043,nan,nan,nan,0.304
1777025930182386112,315.701,0,-1.2587,-1.9345,2.3079,-123.050,nan,nan,nan,1.590
1777025930282893472,315.802,0,-1.2585,-1.9345,2.3078,-123.047,nan,nan,nan,1.976
1777025930383144262,315.902,0,-1.2584,-1.9346,2.3078,-123.042,nan,nan,nan,0.542
1777025930483613456,316.003,0,-1.2585,-1.9345,2.3078,-123.047,nan,nan,nan,0.517
1777025930584977102,316.104,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,0.798
1777025930682656571,316.202,0,-1.2587,-1.9344,2.3078,-123.051,nan,nan,nan,1.555
1777025930781386360,316.300,0,-1.2585,-1.9345,2.3078,-123.047,nan,nan,nan,2.936
1777025930881451744,316.401,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,4.659
1777025930982407191,316.502,0,-1.2585,-1.9345,2.3078,-123.046,nan,nan,nan,5.154
1777025931084924860,316.604,0,-1.2587,-1.9344,2.3078,-123.051,nan,nan,nan,0.451
1777025931181592749,316.701,0,-1.2585,-1.9345,2.3078,-123.045,nan,nan,nan,4.207
1777025931281293379,316.800,0,-1.2586,-1.9344,2.3079,-123.050,nan,nan,nan,3.579
1777025931385178383,316.904,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,0.665
1777025931483687230,317.003,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,2.918
1777025931585286670,317.104,0,-1.2588,-1.9343,2.3078,-123.057,nan,nan,nan,0.506
1777025931682738364,317.202,0,-1.2587,-1.9343,2.3078,-123.053,nan,nan,nan,4.735
1777025931784922351,317.304,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,1.009
1777025931883003464,317.402,0,-1.2585,-1.9345,2.3078,-123.047,nan,nan,nan,3.417
1777025931982272154,317.501,0,-1.2585,-1.9345,2.3078,-123.046,nan,nan,nan,4.062
1777025932082172114,317.601,0,-1.2586,-1.9344,2.3078,-123.049,nan,nan,nan,3.818
1777025932182063167,317.701,0,-1.2586,-1.9344,2.3078,-123.051,nan,nan,nan,4.303
1777025932284036898,317.803,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,3.385
1777025932382444395,317.902,0,-1.2586,-1.9344,2.3078,-123.049,nan,nan,nan,3.717
1777025932483642062,318.003,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,3.108
1777025932582789865,318.102,0,-1.2586,-1.9344,2.3078,-123.049,nan,nan,nan,3.991
1777025932682584271,318.202,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,3.529
1777025932781876627,318.301,0,-1.2587,-1.9344,2.3078,-123.051,nan,nan,nan,4.100
1777025932881388870,318.400,0,-1.2585,-1.9345,2.3078,-123.046,nan,nan,nan,3.071
1777025932985029303,318.504,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,2.378
1777025933083459652,318.603,0,-1.2569,-1.9358,2.3080,-122.996,nan,nan,nan,4.763
1777025933181380173,318.700,0,-1.2586,-1.9344,2.3078,-123.050,nan,nan,nan,2.195
1777025933283208203,318.802,0,-1.2585,-1.9345,2.3078,-123.046,nan,nan,nan,5.058
1777025933382208766,318.901,0,-1.2584,-1.9346,2.3078,-123.043,nan,nan,nan,2.388
1777025933482634942,319.002,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,3.709
1777025933582824658,319.102,0,-1.2585,-1.9345,2.3078,-123.046,nan,nan,nan,3.012
1777025933683121410,319.202,0,-1.2586,-1.9344,2.3078,-123.049,nan,nan,nan,3.801
1777025933784767812,319.304,0,-1.2587,-1.9343,2.3078,-123.052,nan,nan,nan,3.393
1777025933882199210,319.401,0,-1.2587,-1.9343,2.3078,-123.053,nan,nan,nan,3.347
1777025933982913586,319.502,0,-1.2585,-1.9345,2.3078,-123.047,nan,nan,nan,3.275
1777025934083920199,319.603,0,-1.2587,-1.9344,2.3078,-123.052,nan,nan,nan,4.967
1777025934183397128,319.702,0,-1.2587,-1.9343,2.3078,-123.054,nan,nan,nan,4.744
1777025934285061529,319.804,0,-1.2586,-1.9344,2.3078,-123.051,nan,nan,nan,3.769
1777025934384748233,319.904,0,-1.2558,-1.9343,2.3062,-122.991,nan,nan,nan,4.861
1777025934484547028,320.004,0,-1.2526,-1.9346,2.3047,-122.921,nan,nan,nan,4.505
1777025934580901476,320.100,0,-1.2533,-1.9346,2.3051,-122.936,nan,nan,nan,1.617
1777025934680879509,320.200,0,-1.2537,-1.9346,2.3053,-122.945,nan,nan,nan,0.621
1777025934782992461,320.302,0,-1.2536,-1.9345,2.3052,-122.944,nan,nan,nan,3.219
1777025934884047111,320.403,0,-1.2536,-1.9346,2.3052,-122.942,nan,nan,nan,2.897
1777025934984774283,320.504,0,-1.2520,-1.9359,2.3054,-122.892,nan,nan,nan,4.028
1777025935084051418,320.603,0,-1.2535,-1.9346,2.3052,-122.941,nan,nan,nan,2.229
1777025935182581821,320.702,0,-1.2537,-1.9344,2.3052,-122.948,nan,nan,nan,1.507
1777025935282037175,320.801,0,-1.2536,-1.9346,2.3052,-122.943,nan,nan,nan,1.842
1777025935381608010,320.901,0,-1.2535,-1.9346,2.3052,-122.942,nan,nan,nan,0.462
1777025935485062130,321.004,0,-1.2536,-1.9345,2.3052,-122.944,nan,nan,nan,3.346
1777025935581994757,321.101,0,-1.2536,-1.9345,2.3052,-122.945,nan,nan,nan,1.235
1777025935681699442,321.201,0,-1.2537,-1.9345,2.3052,-122.946,nan,nan,nan,0.295
1777025935786807245,321.306,0,-1.2536,-1.9346,2.3052,-122.942,nan,nan,nan,2.187
1777025935883883222,321.403,0,-1.2521,-1.9357,2.3054,-122.898,nan,nan,nan,2.324
1777025935982137906,321.501,0,-1.2522,-1.9357,2.3054,-122.897,nan,nan,nan,1.304
1777025936082519934,321.602,0,-1.2520,-1.9359,2.3054,-122.892,nan,nan,nan,1.453
1777025936183586917,321.703,0,-1.2537,-1.9345,2.3052,-122.946,nan,nan,nan,2.101
1777025936283499563,321.803,0,-1.2536,-1.9346,2.3052,-122.943,nan,nan,nan,2.211
1777025936381853357,321.901,0,-1.2538,-1.9345,2.3052,-122.949,nan,nan,nan,0.554
1777025936484134029,322.003,0,-1.2536,-1.9345,2.3052,-122.945,nan,nan,nan,1.651
1777025936583996804,322.103,0,-1.2537,-1.9345,2.3052,-122.945,nan,nan,nan,2.322
1777025936683498640,322.203,0,-1.2536,-1.9346,2.3052,-122.943,nan,nan,nan,1.011
1777025936782891199,322.302,0,-1.2536,-1.9346,2.3052,-122.943,nan,nan,nan,0.983
1777025936886984719,322.406,0,-1.2536,-1.9345,2.3052,-122.944,nan,nan,nan,3.424
1777025936981343525,322.500,0,-1.2519,-1.9358,2.3054,-122.891,nan,nan,nan,1.442
1777025937083190035,322.602,0,-1.2443,-1.9409,2.3055,-122.665,nan,nan,nan,0.385
1777025937182549761,322.702,0,-1.2484,-1.9436,2.3100,-122.714,nan,nan,nan,1.515
1777025937284422605,322.804,0,-1.2677,-1.9425,2.3196,-123.129,nan,nan,nan,3.416
1777025937384460489,322.904,0,-1.2857,-1.9485,2.3345,-123.417,nan,nan,nan,2.685
1777025937482637693,323.002,0,-1.2921,-1.9588,2.3466,-123.410,nan,nan,nan,1.785
1777025937582171954,323.101,0,-1.3253,-1.9448,2.3535,-124.271,nan,nan,nan,0.523
1777025937681768362,323.201,0,-1.3507,-1.9355,2.3602,-124.910,nan,nan,nan,0.595
1777025937784146125,323.303,0,-1.3611,-1.9339,2.3649,-125.139,nan,nan,nan,2.637
1777025937882461809,323.402,0,-1.3830,-1.9342,2.3777,-125.565,nan,nan,nan,0.961
1777025937982010403,323.501,0,-1.3986,-1.9365,2.3887,-125.837,nan,nan,nan,0.214
1777025938080700619,323.600,0,-1.4223,-1.9254,2.3937,-126.453,nan,nan,nan,1.091
1777025938183186029,323.702,0,-1.4161,-1.9446,2.4056,-126.063,nan,nan,nan,1.515
1777025938283387226,323.802,0,-1.4694,-1.9159,2.4145,-127.486,nan,nan,nan,1.536
1777025938380783514,323.900,0,-1.5538,-1.8559,2.4204,-129.937,nan,nan,nan,1.224
1777025938483144851,324.002,0,-1.6498,-1.7804,2.4273,-132.821,nan,nan,nan,1.101
1777025938584632199,324.104,0,-1.8017,-1.6342,2.4324,-137.791,nan,nan,nan,2.132
1777025938685673146,324.205,0,-1.9758,-1.4242,2.4356,-144.214,nan,nan,nan,3.454
1777025938788042279,324.307,0,-2.1211,-1.2110,2.4424,-150.277,nan,nan,nan,3.713
1777025938885459770,324.405,0,-2.2274,-1.0137,2.4472,-155.530,nan,nan,nan,2.791
1777025938985383082,324.504,0,-2.3253,-0.7745,2.4509,-161.577,nan,nan,nan,2.672
1777025939083405009,324.603,0,-2.3965,-0.5415,2.4569,-167.268,nan,nan,nan,0.391
1777025939184328772,324.703,0,-2.4437,-0.2958,2.4615,-173.097,nan,nan,nan,1.278
1777025939287480489,324.807,0,-2.4681,-0.0339,2.4683,-179.212,nan,nan,nan,3.943
1777025939381580927,324.901,0,-2.4501,0.2944,2.4677,173.149,nan,nan,nan,2.375
1777025939483330180,325.002,0,-2.3624,0.6968,2.4630,163.567,nan,nan,nan,0.032
1777025939580966131,325.100,0,-2.2250,1.0473,2.4592,154.793,nan,nan,nan,1.883
1777025939680843073,325.200,0,-2.0243,1.3835,2.4519,145.650,nan,nan,nan,2.873
1777025939788724769,325.308,0,-1.7812,1.6775,2.4468,136.717,nan,nan,nan,4.262
1777025939880185277,325.399,0,-1.5667,1.8739,2.4426,129.897,nan,nan,nan,3.649
1777025939982134786,325.501,0,-1.2737,2.0815,2.4403,121.462,nan,nan,nan,4.047
1777025940084189127,325.603,0,-1.1139,2.1694,2.4387,117.179,nan,nan,nan,0.371
1777025940180255838,325.699,0,-1.0519,2.1971,2.4359,115.584,nan,nan,nan,3.591
1777025940284145453,325.803,0,-1.0130,2.2165,2.4370,114.561,nan,nan,nan,0.102
1777025940382087086,325.901,0,-0.9534,2.2442,2.4383,113.017,nan,nan,nan,2.361
1777025940484007947,326.003,0,-0.9036,2.2657,2.4392,111.744,nan,nan,nan,0.521
1777025940584428975,326.104,0,-0.9223,2.2623,2.4431,112.180,nan,nan,nan,0.196
1777025940684868318,326.204,0,-0.9398,2.2557,2.4437,112.618,nan,nan,nan,0.438
1777025940783318555,326.302,0,-0.9671,2.2416,2.4413,113.338,nan,nan,nan,1.285
1777025940882691744,326.402,0,-0.9526,2.2507,2.4440,112.939,nan,nan,nan,1.906
1777025940983519656,326.503,0,-0.9559,2.2527,2.4471,112.993,nan,nan,nan,1.348
1777025941086043862,326.605,0,-0.9760,2.2474,2.4502,113.474,nan,nan,nan,0.887
1777025941182566919,326.702,0,-0.9849,2.2484,2.4547,113.656,nan,nan,nan,2.126
1777025941282285307,326.801,0,-0.9659,2.2661,2.4633,113.086,nan,nan,nan,5.139
1777025941384540424,326.904,0,-0.9357,2.2829,2.4672,112.287,nan,nan,nan,1.357
1777025941481833897,327.001,0,-0.9084,2.2912,2.4647,111.626,nan,nan,nan,3.088
1777025941586292746,327.105,0,-0.8669,2.3115,2.4687,110.558,nan,nan,nan,1.327
1777025941682069572,327.201,0,-0.8376,2.3258,2.4720,109.805,nan,nan,nan,3.736
1777025941783993859,327.303,0,-0.8222,2.3368,2.4773,109.384,nan,nan,nan,1.357
1777025941883826617,327.403,0,-0.7815,2.3594,2.4855,108.327,nan,nan,nan,3.557
1777025941985899050,327.505,0,-0.7772,2.3666,2.4910,108.181,nan,nan,nan,0.165
1777025942082920750,327.602,0,-0.7231,2.3968,2.5034,106.788,nan,nan,nan,3.582
1777025942186111818,327.705,0,-0.6805,2.4151,2.5092,105.735,nan,nan,nan,0.429
1777025942283585789,327.803,0,-0.6553,2.4297,2.5165,105.095,nan,nan,nan,2.795
1777025942382882442,327.902,0,-0.6623,2.4363,2.5247,105.207,nan,nan,nan,2.809
1777025942483176879,328.002,0,-0.6292,2.4551,2.5344,104.375,nan,nan,nan,3.262
